Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Theta_9,Theta_10,Theta_11,Theta_12,Theta_13,Theta_14,Theta_15,Theta_16,Theta_17,Theta_18,Theta_19,Theta_20,Theta_21,Theta_22,Theta_23,Theta_24,Theta_25,Theta_26,Theta_27,Theta_28,Theta_29,Theta_30,Theta_31,Theta_32,Theta_33,Theta_34,Theta_35,Theta_36,Theta_37,Theta_38,Theta_39,Theta_40,Theta_41,Theta_42,Theta_43,Theta_44,Theta_45,Theta_46,Theta_47,Theta_48,Theta_49,Theta_50,Label
-0.03196734996327044,0.4263854366426137,0.5224688027901309,0.038178020459675076,1.0630054299054998,1.335235287199177,1.3577250409208534,1.2748757601158858,-0.5496352983322508,0.7738301351027077,0.9754416744760486,0.010633869228192146,0.8489999111129108,-0.5465255768255399,-0.6668973662134716,-0.8765747182723684,2.4511402753903937,1.7106048089584718,-0.751846153835475,0.4479701724211365,0.288678034540306,0.27153876377184794,0.5542836547117762,0.986392087886619,0.8445934660461619,0.40651898552635135,-0.4386092702851923,1.108237718922865,-1.0695385247371811,0.9751867485039706,1.3412676572399342,-0.018143343270403376,-1.1592555548364787,-0.5053070398673625,0.46670622651832944,-0.35254590127988533,-0.36447899860718613,-0.6172083222230687,-0.9241426179108821,0.08723012849117123,0.1091905932406323,0.001604062320552604,0.07750125152522354,-0.3829643973110847,-0.5605037468754243,0.8285361559967175,0.08038237599705854,-0.9690584520118214,0.6597550516266902,0.06258512885653172,1
-0.5566466256165347,0.07932458499783178,1.082694295291944,-0.06093944711867585,-1.3006122084474243,-1.057926501017749,-0.004035970977529383,-0.9105603879888076,-1.5188303485235695,-2.1948260087335005,1.6260248920471485,0.26106264784123007,1.5054369759456003,-0.40866961145534697,-0.04793716731848516,-0.43856030155679226,1.444644804441605,-0.5234642159080276,0.02442630708523327,-1.1095846196695422,0.6397772473363172,-1.073058049901151,-1.3466928756386007,0.3180382942643672,-0.6640845044909279,-1.0323878147300234,-0.25257631360887606,-1.3421341041519488,-0.33030917908811613,0.0844536618749082,-0.5907601544416367,-0.9206112788250902,-2.014383108993183,1.0429715137291042,-0.4416131324373988,0.5303503166859018,0.48758486964554043,1.2520893526811308,1.0371828872539919,0.6490692167524867,1.7289381991166084,-0.9709246808684528,0.3917429407599992,-0.5069693682978071,1.5946727080607472,0.6030562464259632,0.43397727505651007,0.7200154795592415,1.0317414757859869,1.8682016515527966,0
0.942482861427901,1.8894451199997797,-1.7930831529319518,1.099583163363281,-1.4263360226926525,-1.7436300884288651,-0.5847834806007046,0.20669409598337796,2.2105098733397557,-0.940681281068837,-0.2821943172249615,0.5316208376854428,0.8935332760795892,0.4023583127160962,1.2738358558627203,-1.005077207868261,1.236315118961761,0.05371903987582919,-0.5477093420466411,0.3658599999618901,0.19114301815804272,1.692424389351646,-1.1762359055678822,-2.0054352893361846,-0.5401510167435076,1.1835726622944835,-0.4662568854676327,1.0426938599921156,0.08551377817699271,0.06490506735505583,0.6188951676185126,0.03825748857078818,0.9205832665398437,0.04303202492726507,0.44962974136866923,0.45414363926665535,-0.30711368305068976,0.715401940808076,-2.6773073643651664,0.1900980400533347,-1.8788957697097826,2.145173789370865,0.3341351472034202,0.05519992486407705,0.8453862624766489,0.8241631957957368,1.171584203582984,0.7767632698478867,-0.024295701768528567,1.261184167692662,1
-0.6485671449497868,-2.0502188109071815,0.4562025146398133,0.08439119973679808,0.7986154403816946,0.7638345022127867,2.0922032992967847,0.37935909984750366,-0.3875248734265733,-0.4634056812772964,-0.45085665833321364,-1.2753725522040333,0.055538846388945726,-2.878050688972184,-1.3265698256516005,-0.0552254269023815,0.672651409025218,0.8285017413596502,1.1676487256858556,0.7881707537205493,0.7840660499281383,-0.4198556045876613,-0.09981287042450887,1.7451083064600657,0.5095611504896426,2.1879574514947744,-0.9568688108582696,-0.8829636882688185,2.8129069336986507,0.07603577694810892,0.6070191978215215,-2.941663865877824,1.994527547803944,0.28947524777445877,-1.4378534192943155,0.38797469157943243,0.7115610195544066,0.051455474789252394,-0.562327042600249,1.193414533608553,1.056511789043827,0.7709449840959568,-0.4506829538059176,0.8811995459094055,-1.6238155088027046,-0.3305165106318003,-0.5673523221766209,-0.6812211576088544,-1.22412748807423,0.010774178391979842,1
1.4137763152184528,1.1909417680072472,-0.46125605277764686,-0.3118012486907485,-0.8434371649878901,0.9480542091337505,-0.678576540935381,-0.4177539869119061,-0.5601685465198442,-0.3442491837860484,2.4002353432596,-0.08513274860417253,0.17035239471530927,-0.717346838877119,-0.9595099517803418,-1.1276166752500703,1.3804647166075916,0.7263757569474376,-0.583488662417508,-0.02174217601096537,-0.38559558914532854,1.516024905812114,0.4027675654403392,0.9333261625159855,2.1133662523624754,0.8838336139115522,0.67542633538319,-0.52996069913162,-0.20123895512139822,0.933190119084967,-0.5911949991085463,0.033646796422514044,0.2982837877541299,0.44830588854488373,0.5750404316517296,0.5541401641472464,-1.110049872794726,-0.24006654806058042,-0.8724520086462408,-0.2314543727832682,1.4360717686447697,1.9121633518127346,-0.5933905922388277,1.4213421391665009,-1.5413462444724646,-1.3033506855693056,-1.0611019698005917,0.45799741708644365,-1.860983926541594,0.24268149872077896,0
0.36174349846052317,0.42748549319467,0.07809110305505286,0.27009127209419426,1.6589596422284192,-1.1403856665869927,-1.1901844924115879,-0.39877772244294796,0.52276434657926,-1.4593548953732876,-0.5892062966008932,1.9952811320972537,-0.48115727593603574,-1.458258734856332,-0.22772406682649984,0.045322076272590564,-0.762034210119442,-0.3791987744527117,-0.4236049502700872,-0.6547589700448626,0.034336116295307945,-1.9051014330946157,-1.6628190715115116,-0.5009213726055057,-0.9565193669662647,-0.4158848988850268,-0.11580127826223477,-1.082524160645565,0.842469776971908,-0.4290484918531464,0.9483075445535871,0.5284788268645982,2.0487427625203942,1.4712764786884618,1.0274905489025408,-2.6938973846353385,0.19697310456531128,0.4264937461023273,-1.4665931587157766,1.0106160986603248,0.2196932925439982,-0.22458707848420573,-1.5159207029418935,-1.1695418463630285,-0.06193319960446264,-0.03203741933495092,0.07734694888982567,-0.4511443937963548,-0.5242184585711163,-0.0544188074967242,1
1.9133414069782553,-0.06790004593906081,0.24784824921435217,0.034317338803077274,-1.5902406690459725,0.8096155974813285,1.7062536361344083,-0.7648182578644084,-2.3034710523162927,0.5240597776219875,0.1848017275111382,2.746143582193393,2.3553623591435695,1.6224706269525138,0.38095236799333976,1.070336980572719,-0.18385148371072932,0.6642610566884617,0.056897533467481096,0.21917317689778035,-0.682293159814734,0.05990930377753741,-0.07324104531423534,-0.6668023734645884,-0.4819758071113805,-2.326233756058894,-2.6547672350780913,-0.9205985548651516,0.19434533655044753,-0.11285703552277472,1.2585955584446042,-0.07107877502116672,0.09604911357251918,0.43194678458117747,-1.864834485980303,1.6539748025380345,-0.15319162791919005,1.173786436081059,-1.2782223353187994,1.2445371321199457,0.6890048471153589,0.10445457892778898,-0.012301273605277656,-0.7870361499948941,-0.6358212327579977,1.5101582628845986,-0.14277161620553727,1.8277109436628074,0.009511851006786145,0.536670840945531,1
-0.6292911803410802,-0.11965232909163115,-0.15796198546350337,0.5000126199268566,-0.17834412943692612,1.8270298870876922,0.01817676808364914,0.5139524778157224,0.3655602358493709,-0.027071603699877725,-0.36605132955710035,1.2504130408536538,-1.5619001481924448,0.7965762346104182,-0.5257053470734644,0.684391340277522,1.5658564708063376,0.27844895442439865,-2.2798933440694764,0.00027352815686519,0.8882118533275571,1.0559061003874808,-1.4504489611378135,0.45538304319102807,-0.15632470985364066,-0.3192852407075491,1.3316679170678292,-1.3482195984438474,0.5796123533124374,-0.6697128048546671,-0.556107848278019,-1.7792834813511489,1.3528161344503848,0.6247227856270154,-0.18322853653662158,-0.6205471072438391,-1.3733916451133696,-0.41533464661957187,-0.921292093733458,0.8171915552077822,-0.1746694575609618,-0.6475294127424348,-0.6712556514624842,-0.5056493274389824,0.17454377477459207,0.042048738680149494,1.1441256791793968,1.205054636228411,-0.6847545296436612,0.4336054486369359,1
-0.34911010091951244,2.4461649274660338,-0.43740380659258776,-0.4022863481724177,-1.7458768345743387,1.8624604512697969,-1.0431518119173155,0.0644960300041729,-2.2312956436711873,-1.395494001002141,1.3864648353407563,-0.4089166548573366,-0.08978657063784941,1.2332241424264367,0.4261731005741085,0.6701290216047505,0.11929449182597268,0.7901662282228602,0.6343605489530864,-0.5013215300892091,0.0867822355661256,1.4192142949933464,0.1391907493741472,1.2502932989679494,-0.8186208070298246,-0.45382763916926794,-0.9333723756774234,1.7357518878295162,-0.22219476942184735,-0.27688324922897173,-2.49576427283776,-2.2650390089749926,1.064538804587048,-0.7339007514929268,-0.2968360046129063,-1.5094086627514713,-0.6912845001460307,0.9459025916104912,1.2540572150068758,0.5505754046012652,0.07125728335115164,0.7071778813699988,-0.028232836542913333,1.3182820435453704,-1.1058459987017097,0.429894631543516,1.3109755497267535,0.16017736211738423,-0.018987347735648957,-0.1605760178799535,1
0.4957821983136715,-1.2552107773677057,-0.1501447364744,0.1659871335451354,0.4403151541794639,-0.2891929096871554,0.9895439500492067,1.0566397041914015,-0.22785017691984738,-0.7398739075586537,-1.0320547032889196,-2.332538544750417,-0.9460925894925636,-0.6177847894620704,-1.8876899726509264,-0.01757375003918224,-3.569081085242012,-1.001684941007744,-1.9391636688372456,-0.5571668810520682,-0.0610211386188363,-0.30273478265222065,-0.4209963243408667,-0.7787229041895064,1.6510402957874781,2.2527388451516788,1.6984303723110805,-0.029378869648129902,-0.563646063912493,-0.7027126761682491,-0.3128180331365871,-0.694855270712259,0.03986658532349312,0.4196864575545094,0.04633136033994049,0.1759592817844619,-0.13586978238302896,-2.1008659061217916,0.10214397095459066,-0.4056323844282651,-2.029840341051772,-0.3847550154819021,0.33077657433580526,1.5191605608280396,0.34809764158067164,1.054939288837409,-0.42396509536200805,0.7510853780310038,0.8812034017804338,-0.36030899443015013,0
