Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Theta_9,Theta_10,Theta_11,Theta_12,Theta_13,Theta_14,Theta_15,Theta_16,Theta_17,Theta_18,Theta_19,Theta_20,F_Theta_1
-0.14256495860307308,-0.19507962111442306,-0.9634178318585351,-0.7345681524737996,-0.1327619063183527,-0.7549472311174532,0.791329787263661,1.598976357649677,-0.9525898763997788,0.8445391779917997,-0.6562346192356313,0.803467087485803,-0.40503556682031877,-0.05608429909657418,-0.2763860991072682,-0.9101734315150284,1.7047329593399942,-0.7607609760440833,0.12593425071155012,-0.49956577687581966,4.974254423536478
-0.21796347123649673,1.9152386668113686,0.5787515855561338,-1.2994365782134405,0.006466162204002645,0.6723910923230096,0.7990110555984574,-0.5919579678022527,1.3006027869937258,-0.6862105337815301,1.9450090699016789,1.049424567638115,0.039740670820613756,0.12161718195023738,-0.9819378833395707,-0.21073121517266288,-0.871862740499805,-0.3300349392871626,0.2934672631033914,0.7609863314983113,1.5014049995057352
0.8990516712717352,0.620338485896252,0.6784768405680747,0.7615612882128218,-0.295309081358024,-0.782360606499014,0.6483849766247903,-1.3403860444551392,0.19643850092507428,1.6262541016932262,-0.7557056695384874,-0.5851521303743872,-0.21950244686398213,1.0852724315202635,0.3150349792844745,0.3233348970282469,0.024231898943019473,-0.15053280906703195,-0.5316434882553394,-0.2069311947454217,-2.690036883785175
-1.6321226618710367,1.3762520780959973,-1.0098840444812271,-0.38552849561291086,0.26932998570769584,0.9276440015105599,0.15646003396500546,0.6989302368069048,-0.4277994609468295,-0.6136379846859147,0.08469809672575579,-0.11212507039312182,-0.013510132029639963,-2.252358488166932,-0.33511902982710434,-1.171248930020691,-0.4415630750638914,1.2168273628597193,1.2722652678511326,-0.49581494629535494,1.558286906396751
-0.49194620327458766,-1.4166197571854486,-0.9557521829604683,2.2773568241606132,-0.0808315507150956,0.8072184545727646,1.6301455106640135,0.380165877746222,0.44708328609364356,0.7735887388851828,0.2744047519119206,0.49485988618634713,-1.3646475386664791,-0.7790054586515917,0.06535361879312887,0.4672044168762521,0.18253236959771174,-1.0385151511225932,0.39699826459237153,-1.4152099516994332,4.995322598744214
-0.30370485454433455,2.3380945677168334,0.8093534160697767,-0.10773679330316087,1.6425653271204945,-0.17955243385564737,1.1734768458937206,1.270991073099884,1.3775312488526434,1.7177233792538,0.8731841061394723,-0.3355476712994897,1.2380155033079934,-1.3853773774921003,-0.5673601646153394,-1.4259389573624537,-1.8902217890994113,-0.72413296087964,-2.1567538092940093,-0.9371905208213992,-3.470646278767713
0.022566223089949718,0.5160075191849636,-0.22811326436145257,-0.015338281920236561,-0.572626707551634,-1.2402332229562447,-0.6511337929741308,-0.4358675985404323,-1.2578713081285111,-0.4742655083376008,-1.2932615418760338,-0.05937100110225239,-0.6799031054884551,-0.8126879959849475,1.0644862513051734,-0.7684727873704313,0.047478669563061425,-1.0639273808559833,1.2217114113457606,0.7986924056994034,-4.206208758235724
-1.525378143124542,-0.12968325402221864,1.528292034372243,0.4932420784394529,-0.9804229225181471,-0.456490824439424,-1.3016642110565197,-0.1370567190485145,0.13194653456187627,-0.004443812532256842,-1.285634846967482,-0.398967108861097,1.4379888772967573,-0.626874236452422,0.1765301385019053,-2.286025659676144,-0.6785992600437705,-0.6288011345737115,-1.0655975575147152,0.47668194415336124,-1.7591395903100142
1.0183331125414217,-0.9611842147068292,0.6631960015146273,0.3861795983697248,1.1496092125509387,0.689354643668083,-1.5688129285865189,-0.8376765658161786,1.9220580571572379,0.40540794091898497,-1.1213168080323344,-0.20654918351047472,-1.3134413619080174,1.390314670237072,0.6011259021630257,-1.0038263276748383,-1.1521901322939794,-0.5770167349633166,-0.5214541294553304,0.23183511364111492,-2.093693921971219
0.0554408100930786,0.756278348143014,0.033408307673610235,-0.05977673127405461,-0.3959702811587561,1.9027245836492457,-2.524828497841951,-2.1188335267139617,0.64093489843306,-0.23009284325838075,-0.5064513151372615,0.40007598289793145,0.021544060936815157,2.2121096243122254,0.5154437139987984,-0.18144071239465015,-0.4149858548316905,1.384090206843715,1.1153670872463444,0.11973891368337145,0.08613566492358696
0.5421454964498518,-0.0025324914894567594,-0.6440901981418452,0.2725928481523693,0.864726647217464,-0.08555163652228089,0.247702756451133,0.13275025401246046,-1.0103413599704074,0.8089310423287206,-0.09340070402920955,-0.4041357905692938,-0.2360950589676909,0.5784517281718621,-0.025150178362520727,-0.06252257731678797,0.6514186543997383,0.04841888846524204,-0.27141993938522013,-1.3000121666609403,0.8942064755742174
-0.24714939382695283,-0.8584327957254786,0.7324737158908113,0.025258135002260772,-0.7602886607535113,1.4561124446978684,0.6896860279178602,-0.5417904118359377,-0.6354767574676115,-1.7442540247293679,1.2978310195906575,-0.7149472351688244,0.10705379665711758,-1.6807887678655782,-0.07736923319536086,0.39226290182609497,0.10079455931794358,0.8117145063874225,-0.48984459235748595,1.7323616362643677,2.266589260288743
-1.2432364225704728,0.5474474199545089,0.6568356363137776,0.8473609295565663,1.1193648558593448,1.2066918235857742,0.8109908246333293,0.021231814939875613,-0.05953945351397121,0.797302273727693,0.730721350497109,0.250519219320594,-0.0610961939733009,0.3345807749565132,-0.32043686619480005,-0.04712470880456626,-0.5921783315338104,-0.17098183059492938,-0.8854048605727022,2.2405700089008205,-1.716106661468826
-1.7305947449693164,-1.9284470320286136,-0.7490833862390593,-0.2709735818422358,-0.0810385823644902,0.7392648778383476,-0.43022533653376255,2.4161946101345353,-0.2522835362136711,1.0696359972705562,-2.051290211083012,1.6690734113974575,1.3694368718140983,-0.13948044229153422,-1.3428192195520114,0.00039644040679420587,-0.675794740412771,-1.4160489434475714,-0.4725863115596711,0.25804253402024563,1.4130568435507773
1.0818347344080432,1.5148567179866785,-1.4256938907680772,-0.24062371205895663,0.7612195765311395,2.1970280632481094,0.40713462433096886,0.02405317292011899,0.38166349940338523,0.09619967897008212,-0.4551110629046551,0.2577574903658791,-1.0898969631946973,0.20589312433731452,0.42370707073764796,-0.9131641992455066,-0.9103123932930257,-1.163109921976958,0.02805873557434389,-0.6267894812182296,3.1555145633856014
-1.2346595309524628,0.18449792318987396,-1.2092186513984295,-1.015321272131479,-2.21659908922124,-0.22208867385048003,0.37713036328541694,-0.788928448615257,-0.5297240505055645,-0.30526700881619145,0.22677831534993792,-0.07678021509271121,0.10098423041267805,-0.770438975143949,1.8627152858195204,-0.8719794885745962,0.6476642862627173,-0.9408877749324883,-0.9729664974267607,0.9516770356370683,6.832251593568667
0.3778154233486373,1.0951702493718942,1.1816442982851019,-0.21473126358427233,-0.0057008567141280065,-0.5705411768832162,0.7480600418636124,-0.7801258671757799,2.5154765416354916,0.7959600506255233,-0.5668620649519329,-0.7210408980110959,-2.334286408188073,-0.661458644612261,-0.810850853530446,-0.9491755172048529,-0.17967435923686131,0.6766231605345825,-2.022899507326323,-0.14098539980800423,1.2112021157594006
0.9007382156085049,0.9386535161194716,-0.09297050312415037,0.40585051343916306,1.2795329976306524,-0.09963593649270075,1.833655984939788,0.29369851779143763,-1.2014190665307183,-1.0011373438653093,0.4275195027179927,-0.8169571597965418,-1.3585368516889396,1.318497338654167,1.8377445411583702,-0.10470470235746347,-1.8942872566672586,1.2295399331349213,-0.417774210625947,0.8287823372102171,-8.65162968920899
-0.8568523718430825,0.44091559109314254,-1.4234449454022975,-0.1051233537784702,0.17469984967526522,-0.7671397746779137,0.2600066528101116,1.630501059787937,-0.6296692514320723,0.9001681962413602,-0.9397853869277699,-0.15018153446996735,1.6086048441261729,0.5705750965152617,0.6348211730435858,1.2705284615611667,0.32833293572551336,0.16008436184747438,1.6491908953604526,0.8406636814922841,-2.3930874535107183
-0.2806594372637844,-0.23706437699264726,-1.157877652466256,-0.7044752414794684,-2.007298673313192,0.15219846069711354,0.7121060097178151,-3.3201585815223305,-0.39476764583491797,1.083146397767773,-2.6113817661505956,-1.1635954236645132,0.1127966535593892,0.7374163978652648,-0.011776526932193946,0.2756053143152075,0.9978320867208954,-1.0153968111438556,1.2493664421537172,-1.1285840036642307,5.9744661741311305
-1.048533777806146,-1.7368685420600678,0.040582454961136036,0.6476605772888836,-2.1227528337193475,-1.2670358976708094,0.42918554010135584,0.25896411620110255,-0.08095530090782917,0.7423256409806827,0.1665735202795958,0.3599404834606111,0.666465514069509,0.8958304922302504,1.3471504092001005,-0.31555936306029087,2.322523065211137,-2.151447283959868,-1.6860468363475523,0.7026080219370034,8.51224342687587
-1.269050901220791,-1.4865696916762103,-0.5403184845217188,-0.3838100072617627,0.26027404916017144,1.6319128378762267,-0.5344331869142736,0.4293782165325296,0.4543853965459084,-0.5179560647610657,1.669052700291209,-0.7739448454364392,-1.6277780054038489,0.06296653200147054,-0.43093962011783227,2.0484998612668077,-1.2959322943744864,1.6119788063040952,-0.15933549211979978,1.4890576247000373,3.8322305081305386
-0.18400846271251392,0.3505763541393997,-0.6999855064603032,-0.4102957582800919,-0.7722651440305782,0.4072210442803404,0.5053641976350901,0.20932829892134144,0.19213255639049234,1.301412175159424,-0.8937096984698045,1.249580539130106,0.6951001299457185,0.45708865096078166,-0.5456703708332895,1.8050352105258156,0.4596683888595676,1.128200569473497,1.35729686029533,0.4235912345487905,2.3972718536776574
0.6414110073292071,0.33201272465142834,0.23156214153407972,-0.17066214611168593,-1.7626277705533693,0.17928372018721836,0.13609273734501381,-0.7894165712635024,-1.129025618188621,-0.8835716518272947,-2.6005318127440504,0.530984307372933,-2.867271088079351,0.9086759223195473,-1.4739082420074767,1.3100662509333494,-0.31204223806968223,0.8991648677299425,-0.3982088955843752,0.09726915603990612,1.4913814420221423
0.38538586591705465,-0.4081859538014912,-0.35029643193468984,0.34911357003113846,-1.3343111205078968,-1.8307191197096147,-0.05127192177973539,-0.8238559657679332,0.03632536952502036,0.24739366956979034,-1.0044534503440614,0.7944166932621451,1.1827042237142333,-1.0459803895997852,0.3867462102188447,0.3306781587655291,-1.3854811419743385,1.1998457172328483,1.3824901511629688,1.6007144163628946,-6.019427421564407
-1.2916204015537447,-0.8789857772326438,0.8127320736975211,-0.12365800399265531,-0.6090050389753658,-0.6518216294130735,0.6892934603441918,1.023435931836179,1.025841413245084,-0.3247714433554921,0.4727526861106075,-0.004170054124140823,-0.036066637935798146,-0.7740556619807943,1.4838883669272314,0.8768591221698752,1.1924483483629083,0.2211501231740352,-1.1217075158089478,-0.8936593066175541,4.96785227901836
1.6062006678754814,0.5049439319555675,-0.47101060324076666,0.6389320017689641,0.8430849073303998,1.7937872689551895,-0.09478174817642109,-2.149632843034443,-0.3750393116092432,-0.002360307001248735,1.2911009976361114,-0.9910138946022687,0.9612742060573288,1.7015466891581998,0.82531369850467,-0.42604451561752793,0.5675047853234805,0.24011555429555223,0.012156229549282782,0.7635204129902662,-0.3776260622808047
0.17060394976256937,0.545827604501425,-1.8028231704747428,0.1147645245898801,-0.6776909345380805,1.1492604120162107,1.036232171493462,0.5050471926846106,0.37460032813135363,-0.0788200277351283,0.8350682609811719,0.533107613099216,0.3119013667562218,-0.6806262764158225,0.9252317762318999,-1.06617412302208,0.21116011938531085,-0.9631361936421409,-0.46807813758075983,-0.23561661234185247,7.716166137985418
3.7448947806140915,0.968089705315499,-0.012861299220307577,1.0116294874121543,0.7138278898132573,0.7048354563085242,0.3737960321438771,-1.0385763380150697,-0.5797431553254302,0.3568803706620066,-0.7618146598822613,0.6593825721055255,-0.9273577075189277,0.09836348171982198,0.5304500229636319,0.6128537833306015,2.222756927935138,1.7962288869378786,0.43956832183568906,-0.20646316499511896,-2.949445728357289
1.8475081826508395,3.2731554363653177,1.632941911387833,0.07522168797645086,-0.5524820368065928,-0.8078637883546774,1.254708324745869,1.855415907048651,-0.682373762225668,1.2059481890496828,-0.39560887421861624,0.5491481682152658,1.6382552094255107,-0.044208309079162955,-0.5815453756912768,1.1588172325243122,0.2760495762113595,-1.2219725118985607,0.03271240784624069,0.18858842399975198,-4.672769572801733
0.3719050587898926,-1.472844234501406,-1.412624796762212,0.732159386253108,-1.935879664567481,-0.3635788254491797,0.8677764502940164,-0.7976522732322288,0.7957706916311045,0.5243943427327328,-1.1482813545352242,-0.24451949963231084,1.6642401409917664,-0.7242317062701137,-0.6377308055392908,0.189181927559265,1.3399546806338976,-0.9068891301781082,-0.7157175160253624,-0.8524563483907777,5.264226040968058
0.5878824726272172,0.8016657323390429,-0.31888972500708057,-0.9271356720168124,-0.6021187374692456,-0.3590608626812883,-0.6961192446043467,0.5170433411908113,-0.38941511673883095,-0.20311014750293485,-1.4695317013574292,-1.722650530121221,-1.493161536366172,-1.4762797048862055,-0.028798714350586372,1.1846729991381788,0.0386070203653326,-0.7268379758411759,-0.5249786951533231,-3.330694497947019,2.535933466394882
